# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
RXN-12786	3-oxo-24-ethyl-26-al-cholest-4-ene dehydrogenase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A1I2AB44	77.105	6.32e-160	494	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A5K7YLU6	47.354	1.91e-99	321	97	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283397	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A916I3L8	46.597	9.32e-86	281	98	gnl|DSMZ|unitig_0|quiver_consensus	3284506	3283376	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A2H5ZIS1	41.299	1.17e-71	240	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A1H4U563	42.287	7.75e-71	238	98	gnl|DSMZ|unitig_0|quiver_consensus	3284497	3283370	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_N1MET3	42.188	1.32e-67	229	97	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283409	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A7K4YUI6	35.429	3.68e-63	216	95	gnl|DSMZ|unitig_0|quiver_consensus	3284422	3283424	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A197JD48	32.368	6.98e-59	206	85	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283424	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A1F5UNE2	39.155	1.18e-59	205	95	gnl|DSMZ|unitig_0|quiver_consensus	3284476	3283424	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A0J6VS09	33.503	3.80e-59	205	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283424	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A3C1CKS4	39.623	3.52e-58	202	89	gnl|DSMZ|unitig_0|quiver_consensus	3284524	3283436	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12706	3,24-dioxocholest-4-en-27-oyl-CoA:coenzyme A propanoyl-transferase	2.3.1.176/2.3.1.154		UniRef50_A0A2E3K3Y8	34.264	3.71e-58	202	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283376	|PWY-6948|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-12707	RXN-12707		NA									|PWY-6948|	no_blast	NA	 	NA	0	NA
RXN-12708	3-oxochol-4,22-dien-24-oyl-CoA hydratase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12709	RXN-12709		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12710	RXN-12710	2.3.1.16		UniRef90_A6TC20	37.793	6.37e-73	246	98	gnl|DSMZ|unitig_0|quiver_consensus	1499749	1501008	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_A8GH87	39.186	6.57e-72	243	93	gnl|DSMZ|unitig_0|quiver_consensus	1499749	1500909	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VJ10	37.559	3.64e-71	241	98	gnl|DSMZ|unitig_0|quiver_consensus	1499749	1501008	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VFE0	40.206	1.61e-70	237	100	gnl|DSMZ|unitig_0|quiver_consensus	1453431	1452274	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_A6VVM8	38.916	1.81e-70	237	99	gnl|DSMZ|unitig_0|quiver_consensus	3282040	3280847	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VFE0	41.337	5.39e-67	227	100	gnl|DSMZ|unitig_0|quiver_consensus	3282040	3280847	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VFE0	39.659	1.71e-65	223	100	gnl|DSMZ|unitig_0|quiver_consensus	40658	41860	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_A6VVM8	39.846	6.77e-62	213	99	gnl|DSMZ|unitig_0|quiver_consensus	1453434	1452274	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_A6VVM8	38.308	7.91e-60	206	99	gnl|DSMZ|unitig_0|quiver_consensus	521765	522949	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VFE0	40.000	4.03e-59	204	100	gnl|DSMZ|unitig_0|quiver_consensus	521762	522949	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12710	RXN-12710	2.3.1.16		UniRef90_B2VFE0	39.356	8.32e-58	201	100	gnl|DSMZ|unitig_0|quiver_consensus	118991	117825	|PWY-6948|	good_blast	NA	rxn00598 rxn00676 rxn00874 rxn02680 rxn02804 rxn03243 rxn03248 rxn03288 rxn03796 rxn05831 rxn06510 rxn07681 rxn07685 rxn07689 rxn07727 rxn07743 rxn07880 rxn07884 rxn08767 rxn16680 rxn19961 rxn21062 rxn21063 rxn21064 rxn21573 rxn23126 rxn31685 rxn32881 	NA	0	1
RXN-12743	3-oxo-23,24-bisnorchol-4-en-22-oyl-CoA 17(20)-dehydrogenase		NA	sp|P71858|CHSE2_MYCTU	31.988	3.06e-35	134	100	gnl|DSMZ|unitig_0|quiver_consensus	519625	520551	|PWY-6948|	bad_blast	NA	 	NA	0	NA
RXN-12744	RXN-12744		NA									|PWY-6948|	no_blast	NA	 	Subunit 1	0	NA
RXN-12744	RXN-12744		NA	sp|I6XHI0|CHSH1_MYCTU	25.806	0.060	29.6	95	gnl|DSMZ|unitig_0|quiver_consensus	533440	533775	|PWY-6948|	bad_blast	NA	 	Subunit 2	0	NA
RXN-12745	RXN-12745		NA									|PWY-6948|	no_blast	NA	 	NA	0	NA
RXN-9290	momilactone-A synthase	1.1.1.295	NA	UniRef50_D5PES4	37.500	1.30e-28	112	95	gnl|DSMZ|unitig_0|quiver_consensus	515103	515834	|PWY-7477|	bad_blast	NA	rxn14153 rxn14239 rxn25484 	NA	0	NA
RXN-15399	RXN-15399		NA									|PWY-7477|	no_seq_data	NA	 	NA	0	NA
RXN-12880	(-)-9beta-pimara-7,15-diene monooxygenase	1.14.14.111/1.14.13.144	NA									|PWY-7477|	no_seq_data	NA	rxn16703 rxn16704 rxn16705 rxn16706 rxn16759 	NA	0	NA
RXN-12881	(-)-9beta-pimara-7,15-dien-19-ol dehydrogenase	1.14.14.111/1.14.13.144	NA									|PWY-7477|	no_seq_data	NA	rxn16703 rxn16704 rxn16705 rxn16706 rxn16759 	NA	0	NA
RXN-12882	(-)-9beta-pimara-7,15-dien-19-al monooxygenase	1.14.14.111/1.14.13.144	NA									|PWY-7477|	no_seq_data	NA	rxn16703 rxn16704 rxn16705 rxn16706 rxn16759 	NA	0	NA
RXN-15452	syn-pimaradiene 6-hydroxylase		NA									|PWY-7477|	no_seq_data	NA	 	NA	0	NA
RXN-15453	RXN-15453		NA									|PWY-7477|	no_seq_data	NA	 	NA	0	NA
